,product,title,rating,text,preprocessed_title,preprocessed_text
49,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir","Kindle, maintenant avec un éclairage frontal intégré",1,"Se décharge vite, décevant.... Pas le choix de livres qu'il faut en KINDLE, décevant....","['kindle', 'maintenant', 'éclairage', 'frontal', 'intégré']","['décharge', 'vite', 'décevant', 'choix', 'livres', 'quil', 'faut', 'kindle', 'décevant']"
50,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Bluffé !,5,"Personnellement je ne suis pas fan de lecture... Mais vraiment pas !!! Mais vraiment vraiment pas!!!!Cet article nous pouvons le dire que c'est plus ou moins un Achat compulsif!!!!J'ai profite des prime day pour le l'offrir sinon je ne l'aurai jamais acheté.Et bien je suis tout simplement bluffé !!!Je suis déjà a 4 livres, ca ne met jamais arrivé dans ma vie de lire autant !!!Je suis devenu fan de cet outil.Simple d'utilisation, grosse autonomie c'est un vrai régal !!!! J'arrive à enchaîner les livres sa's aucun souci. Nous pour lire plusieurs livres en même temps sans problème.L'encre numérique est un vrai bonheur pour les yeux pas de douleur, pas de fatigue.....Je suis vraiment sous le charme.Perso j'ai choisi celle avec les pubs.Vous pouvez foncez sans problème, elles sont invisibles !!! Seulement en veille donc aucun problème pour le lecteur.Vous pouvez foncer !!!!!Seul problème avec cette Kindle c'est le prix de la protection, presque le prix de cette liseuse c'est juste honteux!Jai donc choisi une protection autre et pour le prix j'en suis ravi!!!!Vous pouez y aller les yeux fermés!!!!Cette Kindle est magique",['bluffé'],"['personnellement', 'fan', 'lecture', 'vraiment', 'vraiment', 'vraiment', 'pascet', 'article', 'pouvons', 'dire', 'cest', 'plus', 'moins', 'achat', 'compulsifjai', 'profite', 'prime', 'day', 'loffrir', 'sinon', 'laurai', 'jamais', 'achetéet', 'bien', 'tout', 'simplement', 'bluffé', 'déjà', 'a', 'livres', 'ca', 'met', 'jamais', 'arrivé', 'vie', 'lire', 'autant', 'devenu', 'fan', 'cet', 'outilsimple', 'dutilisation', 'grosse', 'autonomie', 'cest', 'vrai', 'régal', 'jarrive', 'enchaîner', 'livres', 'sas', 'aucun', 'souci', 'lire', 'plusieurs', 'livres', 'temps', 'sans', 'problèmelencre', 'numérique', 'vrai', 'bonheur', 'yeux', 'douleur', 'fatigueje', 'vraiment', 'sous', 'charmeperso', 'jai', 'choisi', 'celle', 'pubsvous', 'pouvez', 'foncez', 'sans', 'problème', 'elles', 'invisibles', 'seulement', 'veille', 'donc', 'aucun', 'problème', 'lecteurvous', 'pouvez', 'foncer', 'seul', 'problème', 'cette', 'kindle', 'cest', 'prix', 'protection', 'presque', 'prix', 'cette', 'liseuse', 'cest', 'juste', 'honteuxjai', 'donc', 'choisi', 'protection', 'autre', 'prix', 'jen', 'ravivous', 'pouez', 'aller', 'yeux', 'ferméscette', 'kindle', 'magique']"
51,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",en panne le jour de son activation,1,"Après avoir enregistrer trois ou quatre livre je m'aperçois que l'écran est éteint et ne s'allume plus . Il reste sur l'écran qui dit ""votre prochaine lecture vous attend"". il est chargé, j'ai activé le bouton principale, rien n'y fait. Je voudrais un remplacement svp? Comment dois-je procéder? Cordialement","['panne', 'jour', 'activation']","['après', 'avoir', 'enregistrer', 'trois', 'quatre', 'livre', 'maperçois', 'lécran', 'éteint', 'sallume', 'plus', 'reste', 'lécran', 'dit', 'prochaine', 'lecture', 'attend', 'chargé', 'jai', 'activé', 'bouton', 'principale', 'rien', 'ny', 'fait', 'voudrais', 'remplacement', 'svp', 'comment', 'doisje', 'procéder', 'cordialement']"
52,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Pire kindle que j’ai jamais eu,1,"C’est la pire kindle que j’ai jamais eue. Je ne sais pas si c’est parce qu’elle a un défaut, mais je n’avais pas pensé à cette possibilité au début donc après j’ai laissé tomber l’idée de la retourner.Elle change souvent de page toute seule. J’ai l’impression que le tactile fonctionne même quand on touche seulement le plastique qui entoure l’écran. Et elle s’allume toute seule très facilement dans mon sac. Donc je dois souvent chercher où j’en étais dans la lecture.C’est horrible, elle me tape sur les nerfs et je lis moins qu’avant. La version précédente fonctionnait beaucoup mieux.Le seul avantage c’est que l’éclairage intégré est suffisamment faible au niveau 1 pour pouvoir lire dans le noir sans que ça explose les yeux, donc quand je lis le soir je peux éteindre la lampe de chevet et je ne dérange pas mon partenaire.Mais parfois quand j’allume l’écran, la luminosité est à fond (alors qu’elle devrait encore être à 1) donc quand je l’allume je dois la poser à l’envers sur le lit et la tourner doucement pour vérifier que la luminosité n’a pas bugué, sinon ça fait mal aux yeux.","['pire', 'kindle', '’', 'jamais']","['’', 'pire', 'kindle', '’', 'jamais', 'sais', 'si', '’', 'parce', '’', 'a', 'défaut', '’', 'pensé', 'cette', 'possibilité', 'début', 'donc', 'après', '’', 'laissé', 'tomber', '’', 'idée', 'retournerelle', 'change', 'souvent', 'page', 'toute', 'seule', '’', '’', 'impression', 'tactile', 'fonctionne', 'quand', 'touche', 'seulement', 'plastique', 'entoure', '’', 'écran', '’', 'allume', 'toute', 'seule', 'très', 'facilement', 'sac', 'donc', 'dois', 'souvent', 'chercher', 'où', '’', 'lecturec', '’', 'horrible', 'tape', 'nerfs', 'lis', 'moins', '’', 'avant', 'version', 'précédente', 'fonctionnait', 'beaucoup', 'mieuxle', 'seul', 'avantage', '’', '’', 'éclairage', 'intégré', 'suffisamment', 'faible', 'niveau', 'pouvoir', 'lire', 'noir', 'sans', 'ça', 'explose', 'yeux', 'donc', 'quand', 'lis', 'soir', 'peux', 'éteindre', 'lampe', 'chevet', 'dérange', 'partenairemais', 'parfois', 'quand', '’', 'allume', '’', 'écran', 'luminosité', 'fond', 'alors', '’', 'devrait', 'encore', 'être', 'donc', 'quand', '’', 'allume', 'dois', 'poser', '’', 'envers', 'lit', 'tourner', 'doucement', 'vérifier', 'luminosité', '’', 'a', 'bugué', 'sinon', 'ça', 'fait', 'mal', 'yeux']"
53,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Très déçu par cette liseuse. Bien meilleure lecture sur mon Ipad ou Iphone,2,"Cette liseuse est très, très décevante quand on est habitué depuis longtemps à la grande facilité (intuitivité) et fluidité de lecture sur un Ipad ou un Iphone (ou même sur mon Imac) avec application Kindle.-par elle-même excellente-. On a un peu l'impression de revenir à la technologie du siècle passé ou de repasser de la TV couleur au noir et blanc...Je me demande pourquoi j'ai acheté ça.. Navigation absolument pas intuitive, écrans compliqués, menus et sous menus à n'en plus finir, on n'arrive pas à lire les couvertures des livres présentés dans la bibliothèque tellement les images sont minuscules et N/B , sauts de pages saccadés et lents avec passage au noir entre chaque page très gênant , aucune fluidité, lisibilité et éclairages faibles, format trop petit de l'appareil qu'on ne tient pas bien en main, effleurements intempestifs du clavier qui provoquent des sauts de pages non voulus. On finit par ne plus savoir ou on en est dans le livre et comment revenir à ce qu'on a perdu. Je ne comprends vraiment pas ce que ça apporte par rapport à la lecture sur un smartphone de bonne qualité (c'est en réalité, même bien en dessous..).En outre, j'ai pris la version avec pub obligatoire(offre spéciale!...) . C'est très gênant; on dirait que l'appareil est un panneau publicitaire!!  Je suis client Amazon depuis longtemps. C'est la première fois que je suis déçu par un produit (très en retrait de tous les commentaires que j'ai lus).En outre, j'ai pris la version avec pub obligatoire (offre spéciale!...!) . C'est très gênant; on dirait que l'appareil est un panneau publicitaire!!  Je pense que je vais le retourner car il ne me sert à rien...et me complique la lecture.","['très', 'déçu', 'cette', 'liseuse', 'bien', 'meilleure', 'lecture', 'ipad', 'iphone']","['cette', 'liseuse', 'très', 'très', 'décevante', 'quand', 'habitué', 'depuis', 'longtemps', 'grande', 'facilité', 'intuitivité', 'fluidité', 'lecture', 'ipad', 'iphone', 'imac', 'application', 'kindlepar', 'ellemême', 'excellente', 'a', 'peu', 'limpression', 'revenir', 'technologie', 'siècle', 'passé', 'repasser', 'tv', 'couleur', 'noir', 'blancje', 'demande', 'pourquoi', 'jai', 'acheté', 'ça', 'navigation', 'absolument', 'intuitive', 'écrans', 'compliqués', 'menus', 'sous', 'menus', 'nen', 'plus', 'finir', 'narrive', 'lire', 'couvertures', 'livres', 'présentés', 'bibliothèque', 'tellement', 'images', 'minuscules', 'nb', 'sauts', 'pages', 'saccadés', 'lents', 'passage', 'noir', 'entre', 'chaque', 'page', 'très', 'gênant', 'aucune', 'fluidité', 'lisibilité', 'éclairages', 'faibles', 'format', 'trop', 'petit', 'lappareil', 'quon', 'tient', 'bien', 'main', 'effleurements', 'intempestifs', 'clavier', 'provoquent', 'sauts', 'pages', 'non', 'voulus', 'finit', 'plus', 'savoir', 'livre', 'comment', 'revenir', 'quon', 'a', 'perdu', 'comprends', 'vraiment', 'ça', 'apporte', 'rapport', 'lecture', 'smartphone', 'bonne', 'qualité', 'cest', 'réalité', 'bien', 'dessousen', 'outre', 'jai', 'pris', 'version', 'pub', 'obligatoireoffre', 'spéciale', 'cest', 'très', 'gênant', 'dirait', 'lappareil', 'panneau', 'publicitaire', 'client', 'amazon', 'depuis', 'longtemps', 'cest', 'première', 'fois', 'déçu', 'produit', 'très', 'retrait', 'tous', 'commentaires', 'jai', 'lusen', 'outre', 'jai', 'pris', 'version', 'pub', 'obligatoire', 'offre', 'spéciale', 'cest', 'très', 'gênant', 'dirait', 'lappareil', 'panneau', 'publicitaire', 'pense', 'vais', 'retourner', 'car', 'sert', 'rienet', 'complique', 'lecture']"
54,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Parfaite,5,"Je l'ai depuis 3 mois maintenant et j'en suis très contente ! Je ne pensais pas autant aimer lire sur ""tablette"" et pourtant ! Je ne suis même pas sûre de revenir aux livres papier. De plus, quel gain de place et de poids cela va être dans ma valise ! Le seul truc qui me frustre un peu, c'est le côté noir et blanc. Et parfois le tactile manque de réactivité. Je ne l'ai pas encore utilisée en extérieur et notamment en plein soleil, on verra bien. L'autonomie de la batterie est vraiment bonne. Par contre c'est vrai que c'est embêtant quand tu es prise dans ton livre et que ça te dit de recharger, mais bon, c'est le jeu ma pauvre Lucette ! Je l'ai prise avec la pub. La pub c'est la proposition d'un bouquin quand on allume la liseuse, c'est tout ! J'ai bien fait d'économiser 10€. Je ne comprends pas les gens qui s'en plaignent -_- Bref, je suis vraiment ravie de cet achat que j'ai eu en promo à 59€ au lieu de 79€. Que demander de plus :p",['parfaite'],"['lai', 'depuis', 'mois', 'maintenant', 'jen', 'très', 'contente', 'pensais', 'autant', 'aimer', 'lire', 'tablette', 'pourtant', 'sûre', 'revenir', 'livres', 'papier', 'plus', 'quel', 'gain', 'place', 'poids', 'cela', 'va', 'être', 'valise', 'seul', 'truc', 'frustre', 'peu', 'cest', 'côté', 'noir', 'blanc', 'parfois', 'tactile', 'manque', 'réactivité', 'lai', 'encore', 'utilisée', 'extérieur', 'notamment', 'plein', 'soleil', 'verra', 'bien', 'lautonomie', 'batterie', 'vraiment', 'bonne', 'contre', 'cest', 'vrai', 'cest', 'embêtant', 'quand', 'prise', 'livre', 'ça', 'dit', 'recharger', 'bon', 'cest', 'jeu', 'pauvre', 'lucette', 'lai', 'prise', 'pub', 'pub', 'cest', 'proposition', 'dun', 'bouquin', 'quand', 'allume', 'liseuse', 'cest', 'tout', 'jai', 'bien', 'fait', 'déconomiser', '€', 'comprends', 'gens', 'sen', 'plaignent', 'bref', 'vraiment', 'ravie', 'cet', 'achat', 'jai', 'promo', '€', 'lieu', '€', 'demander', 'plus', 'p']"
55,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Facile et léger,5,"Petit et léger, il se glisse dans tous les sacs. La taille est limite, je ne dirais pas non à un écran un peu plus grand.Utilisation pratique et intuitive. L'écran répond bien mais parfois il se met à passer les pages dans le mauvais sens et saute plusieurs pages d'un coup. Je n'ai toujours pas compris exactement à quoi cela est dû. Pour le reste, la répartition des zones tactiles pour le tournage de page rend ce tournage de page facile même à une seule main.L'éclairage est satisfaisant et permet de lire dans le noir, même avec la luminosité au minimum.L'affichage est confortable et l'écran mat permet de lire facilement à l'extérieur. Le fond est blanc-gris.  La définition est bonne, on voit un peu les bordures de pixels mais ça suffit pour la lecture.C'est ma première liseuse et elle me satisfait amplement. Il s'agit d'une des liseuses les moins chères du marché et j'en suis pleinement satisfait !","['facile', 'léger']","['petit', 'léger', 'glisse', 'tous', 'sacs', 'taille', 'limite', 'dirais', 'non', 'écran', 'peu', 'plus', 'grandutilisation', 'pratique', 'intuitive', 'lécran', 'répond', 'bien', 'parfois', 'met', 'passer', 'pages', 'mauvais', 'sens', 'saute', 'plusieurs', 'pages', 'dun', 'coup', 'nai', 'toujours', 'compris', 'exactement', 'quoi', 'cela', 'dû', 'reste', 'répartition', 'zones', 'tactiles', 'tournage', 'page', 'rend', 'tournage', 'page', 'facile', 'seule', 'mainléclairage', 'satisfaisant', 'permet', 'lire', 'noir', 'luminosité', 'minimumlaffichage', 'confortable', 'lécran', 'mat', 'permet', 'lire', 'facilement', 'lextérieur', 'fond', 'blancgris', 'définition', 'bonne', 'voit', 'peu', 'bordures', 'pixels', 'ça', 'suffit', 'lecturecest', 'première', 'liseuse', 'satisfait', 'amplement', 'sagit', 'dune', 'liseuses', 'moins', 'chères', 'marché', 'jen', 'pleinement', 'satisfait']"
56,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Change la façon de lire!,5,"J’ai mis énormément de temps avant de me décider à tester Kindle. Plusieurs membres de ma famille en ont depuis de nombreuses années mais j’étais très réticent à l’idée de lire sur un écran.Quelle erreur ! Cet écran en e-ink n’a absolument rien à voir avec un écran classique de tablette. Il ne fatigue pas du tout les yeux, le texte est très lisible. Le rétro éclairage est une option qui peut servir pour ceux qui lisent dans le noir mais sinon elle est inutile. L’écran a un toucher type papier assez convaincant, l’appareil est léger et d’un bon format.Le choix de livres sur la boutique kindle est gigantesque et il y a énormément de livres gratuits aussi. Vous pouvez même y mettre vos propres fichiers en convertissant vos PDF ou EPUB vers le format kindle grâce à un logiciel adapté.Oui il y a une certaine latence du fait de l’écran utilisant de l’encre électronique. Personnellement ça ne me gêne pas du tout.Vous avez le choix entre une version avec ou sans pub pour une dizaine d’euros de différence. J’ai opté pour « sans » par principe mais j’ai vu des kindles qui en avaient et elles n’apparaissent que quand l’appareil est en veille.L’autonomie est énorme, j’ai récemment abandonné mon appareil pendant deux mois car pas le temps de lire et quand je l’ai repris la batterie était encore à 65% et l’appareil toujours allumé.Je ne regrette pas cet achat. Je regrette de ne pas l’avoir acheté avant!","['change', 'façon', 'lire']","['’', 'mis', 'énormément', 'temps', 'avant', 'décider', 'tester', 'kindle', 'plusieurs', 'membres', 'famille', 'depuis', 'nombreuses', 'années', '’', 'très', 'réticent', '’', 'idée', 'lire', 'écranquelle', 'erreur', 'cet', 'écran', 'eink', '’', 'a', 'absolument', 'rien', 'voir', 'écran', 'classique', 'tablette', 'fatigue', 'tout', 'yeux', 'texte', 'très', 'lisible', 'rétro', 'éclairage', 'option', 'peut', 'servir', 'ceux', 'lisent', 'noir', 'sinon', 'inutile', '’', 'écran', 'a', 'toucher', 'type', 'papier', 'assez', 'convaincant', '’', 'appareil', 'léger', '’', 'bon', 'formatle', 'choix', 'livres', 'boutique', 'kindle', 'gigantesque', 'a', 'énormément', 'livres', 'gratuits', 'aussi', 'pouvez', 'mettre', 'propres', 'fichiers', 'convertissant', 'pdf', 'epub', 'vers', 'format', 'kindle', 'grâce', 'logiciel', 'adaptéoui', 'a', 'certaine', 'latence', 'fait', '’', 'écran', 'utilisant', '’', 'encre', 'électronique', 'personnellement', 'ça', 'gêne', 'toutvous', 'choix', 'entre', 'version', 'sans', 'pub', 'dizaine', '’', 'euros', 'différence', '’', 'opté', '«', 'sans', '»', 'principe', '’', 'vu', 'kindles', 'elles', '’', 'apparaissent', 'quand', '’', 'appareil', 'veillel', '’', 'autonomie', 'énorme', '’', 'récemment', 'abandonné', 'appareil', 'pendant', 'deux', 'mois', 'car', 'temps', 'lire', 'quand', '’', 'repris', 'batterie', 'encore', '’', 'appareil', 'toujours', 'alluméje', 'regrette', 'cet', 'achat', 'regrette', '’', 'avoir', 'acheté', 'avant']"
57,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Boutique en mauvaise langue,3,"Alors maintenant que tout est bien configurer je suis content de ce produit mais j'ai failli le renvoyer.Je l'allume et la lie avec mon compte Amazon.fr et la, la tablette est en FR mais la boutique en allemand !L'enfer, après des heures de recherches sur la tablette impossible de mettre la boutique en français. Apres avoir fouiner sur des forums j'ai trouvé la solution, je l'explique brièvement si jamais cela peut en aider d'autre :- Aller sur la version PC d'Amazon.fr, aller dans ""Gérer vos contenus et vos appareil"" sous ""Compte et listes""- Onglet Préférence- Cliquer sur Paramètres de pays/région- Changer ici votre adresse, peu importe la rue, le pays ici est importantAmazon demandera donc si vous souhaiter transférer le compte Kindle vers Amazon.fr, acceptez.Cela m'étonne de la part d'Amazon de ne pas rendre cette option plus facilement accessible.Pour l'envoi des ebook gratuits trouvés ailleurs que sur Amazon :- Convertir le pdf ou autre en .mobi- Envoyer le .mobi à votre adresse Kindle- Celui-ci apparaîtra directement sur votre écran d'accueil, pratique.La liseuse possède également un navigateur web expérimental.Content de mon achat mais j'ai l'impression que l'interface utilisateur a été baclée en une après midi.Je ne la trouve pas du tout optimisée pour ce genre d'appareil. Heureusement cela sera sûrement amélioré dans les futures mises-à-jours. Niveau matériel, très confortable et très léger, je l'utilise à la plage, pour ça c'est parfait.","['boutique', 'mauvaise', 'langue']","['alors', 'maintenant', 'tout', 'bien', 'configurer', 'content', 'produit', 'jai', 'failli', 'renvoyerje', 'lallume', 'lie', 'compte', 'amazonfr', 'tablette', 'fr', 'boutique', 'allemand', 'lenfer', 'après', 'heures', 'recherches', 'tablette', 'impossible', 'mettre', 'boutique', 'français', 'apres', 'avoir', 'fouiner', 'forums', 'jai', 'trouvé', 'solution', 'lexplique', 'brièvement', 'si', 'jamais', 'cela', 'peut', 'aider', 'dautre', 'aller', 'version', 'pc', 'damazonfr', 'aller', 'gérer', 'contenus', 'appareil', 'sous', 'compte', 'listes', 'onglet', 'préférence', 'cliquer', 'paramètres', 'paysrégion', 'changer', 'ici', 'adresse', 'peu', 'importe', 'rue', 'pays', 'ici', 'importantamazon', 'demandera', 'donc', 'si', 'souhaiter', 'transférer', 'compte', 'kindle', 'vers', 'amazonfr', 'acceptezcela', 'métonne', 'part', 'damazon', 'rendre', 'cette', 'option', 'plus', 'facilement', 'accessiblepour', 'lenvoi', 'ebook', 'gratuits', 'trouvés', 'ailleurs', 'amazon', 'convertir', 'pdf', 'autre', 'mobi', 'envoyer', 'mobi', 'adresse', 'kindle', 'celuici', 'apparaîtra', 'directement', 'écran', 'daccueil', 'pratiquela', 'liseuse', 'possède', 'également', 'navigateur', 'web', 'expérimentalcontent', 'achat', 'jai', 'limpression', 'linterface', 'utilisateur', 'a', 'baclée', 'après', 'midije', 'trouve', 'tout', 'optimisée', 'genre', 'dappareil', 'heureusement', 'cela', 'sûrement', 'amélioré', 'futures', 'misesàjours', 'niveau', 'matériel', 'très', 'confortable', 'très', 'léger', 'lutilise', 'plage', 'ça', 'cest', 'parfait']"
58,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Bon achat malgré l'interaction des lecteurs sur les livres,4,"Assure réticente aux liseuses, je me suis laissée tenter par celle ci pour alléger ma valise dans l'avion.Et j'en suis ravie .Tout d'abord un peu surprise de l'écran blanc et de l'absence de couleur comparé à l'application de mon téléphone, je suis vraiment contente de cet achat.Une seule chose me dérange, c'est l'interaction de tous les lecteurs.En effet si je surligne un passage ça le surligne pour tous les lecteurs. Ce qui n'est pas trop grave .Mais si je supprime un mot ou un passage , ça supprime pour tout les monde .J'ai acheté un livre sur Kindle et à trois reprises il manque des lignes ... D'où les 4 étoiles sur 5!Sinon la durée de la batterie est vraiment incroyable, cela fait 15 jours que je l'ai reçu et chargé , je n'ai même pas utilisé la moitié de la batterie.L'éclairage est un vrai plus quand on lit dans le noir . Et il se règle aisément.Quand à sa taille , l'équivalent d'un livre de poche, parfait pour entrer dans un sac . Et son petit poid le fait léger .","['bon', 'achat', 'malgré', 'linteraction', 'lecteurs', 'livres']","['assure', 'réticente', 'liseuses', 'laissée', 'tenter', 'celle', 'ci', 'alléger', 'valise', 'lavionet', 'jen', 'ravie', 'tout', 'dabord', 'peu', 'surprise', 'lécran', 'blanc', 'labsence', 'couleur', 'comparé', 'lapplication', 'téléphone', 'vraiment', 'contente', 'cet', 'achatune', 'seule', 'chose', 'dérange', 'cest', 'linteraction', 'tous', 'lecteursen', 'effet', 'si', 'surligne', 'passage', 'ça', 'surligne', 'tous', 'lecteurs', 'nest', 'trop', 'grave', 'si', 'supprime', 'mot', 'passage', 'ça', 'supprime', 'tout', 'monde', 'jai', 'acheté', 'livre', 'kindle', 'trois', 'reprises', 'manque', 'lignes', 'doù', 'étoiles', 'sinon', 'durée', 'batterie', 'vraiment', 'incroyable', 'cela', 'fait', 'jours', 'lai', 'reçu', 'chargé', 'nai', 'utilisé', 'moitié', 'batterieléclairage', 'vrai', 'plus', 'quand', 'lit', 'noir', 'règle', 'aisémentquand', 'taille', 'léquivalent', 'dun', 'livre', 'poche', 'parfait', 'entrer', 'sac', 'petit', 'poid', 'fait', 'léger']"
59,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Pas de 4GO de stockage!! Info mensongère,3,"Je viens d'acheter ce kindle, lequel est censé avoir 4GO de stockage, mais il y a que 2.75GO.Je viens d’appeler au service client, on m’a expliqué que le reste des 4GO, soit 1.25GO, es utilisé par le logiciel de la liseuse.Or nul part on voit « 4GO » affiché dans infos sur l’appareil. Cf photo en pjJ’ai toujours des doutes sur ces informations, surtout parce que Ceci n’est pas expliqué dans la description du produit. Je suis un peu déçue pour ce manque de clarté.","['go', 'stockage', 'info', 'mensongère']","['viens', 'dacheter', 'kindle', 'lequel', 'censé', 'avoir', 'go', 'stockage', 'a', 'goje', 'viens', '’', 'appeler', 'service', 'client', '’', 'a', 'expliqué', 'reste', 'go', 'go', 'utilisé', 'logiciel', 'liseuseor', 'nul', 'part', 'voit', '«', 'go', '»', 'affiché', 'infos', '’', 'appareil', 'cf', 'photo', 'pjj', '’', 'toujours', 'doutes', 'informations', 'surtout', 'parce', 'ceci', '’', 'expliqué', 'description', 'produit', 'peu', 'déçue', 'manque', 'clarté']"
60,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Bof,1,Je n’ai pas aimé cette tablette et l’ai renvoyé.Le tactile n’était pas assez réactif à mon goût. J’ai trouvé la luminosité fade. Ça ne me donner pas envie de lire. Après peut être est-ce parce que j’aime le livre papier mais que j’espérais me simplifier les choses avec cette tablette. Mais je ne suis pas du tout convaincu. Je pense que le manque de couleur m’a en fait découragé dans la lecture.Mais cela dépend sûrement des personnes et de ce qu’on recherche.,['bof'],"['’', 'aimé', 'cette', 'tablette', '’', 'renvoyéle', 'tactile', '’', 'assez', 'réactif', 'goût', '’', 'trouvé', 'luminosité', 'fade', 'ça', 'donner', 'envie', 'lire', 'après', 'peut', 'être', 'estce', 'parce', '’', 'aime', 'livre', 'papier', '’', 'espérais', 'simplifier', 'choses', 'cette', 'tablette', 'tout', 'convaincu', 'pense', 'manque', 'couleur', '’', 'a', 'fait', 'découragé', 'lecturemais', 'cela', 'dépend', 'sûrement', 'personnes', '’', 'recherche']"
61,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",OK pour une première tablette. Design cheap et peu élégant,2,"Cette tablette est ma première. Elle est petite, pratique et légère. On l'emporte partout sans problème. Ce sont les points positifs et ça s'arrête là.Pour le reste, le design est cheap et peu élegant pour moi.Le système Amazon qui nécessite de régulièrement télécharger sa bibliothèque peut être très énervant si ça vous n'avez pas pensé à vérifier que votre bibliothèque est bien chargée avant de sortir de chez vous. En cas de zone non WiFi et sans 4G, vous ne pourrez lire aucun de vos livres !Je n'aime pas non plus le système de page d'accueil qui vous dirige automatiquement sur des propositions d'achat.La luminosité est adaptée aux yeux sensibles et fatigués (c'est la base pour une tablette de lecture) mais c'est moins pratique et lumineux de surligner les mots et phrases que sur le Kindle de votre téléphone.Bref, je ne suis ni séduite ni enchantée par cette tablette Kindle mais je suis contente de découvrir le principe de la tablette électronique. Il est aujourd'hui incontournable d'avoir accès à sa bibliothèque de façon nomade ainsi qu'à un dictionnaire.","['ok', 'première', 'tablette', 'design', 'cheap', 'peu', 'élégant']","['cette', 'tablette', 'première', 'petite', 'pratique', 'légère', 'lemporte', 'partout', 'sans', 'problème', 'points', 'positifs', 'ça', 'sarrête', 'làpour', 'reste', 'design', 'cheap', 'peu', 'élegant', 'moile', 'système', 'amazon', 'nécessite', 'régulièrement', 'télécharger', 'bibliothèque', 'peut', 'être', 'très', 'énervant', 'si', 'ça', 'navez', 'pensé', 'vérifier', 'bibliothèque', 'bien', 'chargée', 'avant', 'sortir', 'chez', 'cas', 'zone', 'non', 'wifi', 'sans', 'g', 'pourrez', 'lire', 'aucun', 'livres', 'naime', 'non', 'plus', 'système', 'page', 'daccueil', 'dirige', 'automatiquement', 'propositions', 'dachatla', 'luminosité', 'adaptée', 'yeux', 'sensibles', 'fatigués', 'cest', 'base', 'tablette', 'lecture', 'cest', 'moins', 'pratique', 'lumineux', 'surligner', 'mots', 'phrases', 'kindle', 'téléphonebref', 'ni', 'séduite', 'ni', 'enchantée', 'cette', 'tablette', 'kindle', 'contente', 'découvrir', 'principe', 'tablette', 'électronique', 'aujourdhui', 'incontournable', 'davoir', 'accès', 'bibliothèque', 'façon', 'nomade', 'ainsi', 'quà', 'dictionnaire']"
